site_name,census_year,community_name,site_type,operator_type,service_partner,address_line_1,address_line_2,address_city,address_postal_code,region,service_area,address_latitude,address_longitude,latitude,longitude,is_active,event_approved,site_start_date,site_end_date,program_paint,program_paint_start_date,program_paint_end_date,program_lights,program_lights_start_date,program_lights_end_date,program_solvents,program_solvents_start_date,program_solvents_end_date,program_pesticides,program_pesticides_start_date,program_pesticides_end_date,program_fertilizers,program_fertilizers_start_date,program_fertilizers_end_date
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-03-25T00:00:00,2023-03-25T00:00:00,true,2023-03-25T00:00:00,2023-03-25T00:00:00,true,2023-03-25T00:00:00,2023-03-25T00:00:00,true,2023-03-25T00:00:00,2023-03-25T00:00:00,true,2023-03-25T00:00:00,2023-03-25T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair Township,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2023-10-28T00:00:00,2023-10-28T00:00:00,true,2023-10-28T00:00:00,2023-10-28T00:00:00,true,2023-10-28T00:00:00,2023-10-28T00:00:00,true,2023-10-28T00:00:00,2023-10-28T00:00:00,true,2023-10-28T00:00:00,2023-10-28T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-03-29T00:00:00,2025-03-29T00:00:00,true,2025-03-29T00:00:00,2025-03-29T00:00:00,true,2025-03-29T00:00:00,2025-03-29T00:00:00,true,2025-03-29T00:00:00,2025-03-29T00:00:00,true,2025-03-29T00:00:00,2025-03-29T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-04-26T00:00:00,2025-04-26T00:00:00,true,2025-04-26T00:00:00,2025-04-26T00:00:00,true,2025-04-26T00:00:00,2025-04-26T00:00:00,true,2025-04-26T00:00:00,2025-04-26T00:00:00,true,2025-04-26T00:00:00,2025-04-26T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-05-31T00:00:00,2025-05-31T00:00:00,true,2025-05-31T00:00:00,2025-05-31T00:00:00,true,2025-05-31T00:00:00,2025-05-31T00:00:00,true,2025-05-31T00:00:00,2025-05-31T00:00:00,true,2025-05-31T00:00:00,2025-05-31T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-06-21T00:00:00,2025-06-21T00:00:00,true,2025-06-21T00:00:00,2025-06-21T00:00:00,true,2025-06-21T00:00:00,2025-06-21T00:00:00,true,2025-06-21T00:00:00,2025-06-21T00:00:00,true,2025-06-21T00:00:00,2025-06-21T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,false,,
Event - Clean Harbors Facility (Lambton),,St. Clair,Collection Event,Municipal,THE CORPORATION OF THE COUNTY OF LAMBTON,4090 Telfer Road,,St. Clair,N0N 1G0,Lambton County,Zone 9,42.87854,-82.30215,42.87854,-82.30215,true,true,2025-10-25T00:00:00,2025-10-25T00:00:00,true,2025-10-25T00:00:00,2025-10-25T00:00:00,true,2025-10-25T00:00:00,2025-10-25T00:00:00,true,2025-10-25T00:00:00,2025-10-25T00:00:00,true,2025-10-25T00:00:00,2025-10-25T00:00:00,false,,
Event - Espanola Public Works Dept.,,Espanola,Collection Event,Municipal,CORPORATION OF THE TOWN OF ESPANOLA,596 Second Ave.,,Espanola,P5E 1C4,Sudbury District,Zone 7,46.257463,-81.774085,46.257463,-81.774085,true,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,false,,
Event - Espanola Public Works Dept.,,Espanola,Collection Event,Municipal,CORPORATION OF THE TOWN OF ESPANOLA,596 Second Ave.,,Espanola,P5E 1C4,Bruce County,Zone 7,46.257463,-81.774085,46.257463,-81.774085,true,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,false,,,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,false,,
Event - St. Edmunds Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,71 McArthur Road,,Tobermory,N0H 2R0,Bruce County,Zone 2,45.217965,-81.6524948,45.217965,-81.6524948,true,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,false,,
Event - St. Edmunds Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,71 McArthur Road,,Tobermory,N0H 2R0,Bruce County,Zone 2,45.217965,-81.6524948,45.217965,-81.6524948,true,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,
Event - St. Edmunds Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,71 McArthur Road,,Northern Bruce Peninsula,N0H 2R0,Bruce County,Zone 2,45.217965,-81.6524948,45.217965,-81.6524948,true,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,false,,,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,false,,,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,false,,
Event - Kincardine Public Works Yard (Bruce County),,Kincardine,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,140 Valentine Ave,,Kincardine,N2Z 2X6,Bruce County,Zone 2,44.1578415,-81.639098,44.1578415,-81.639098,true,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,false,,
Event - Lucknow Bruce County Highways Garage,,Huron-Kinloss,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,545 Ludgard St.,,Lucknow,N0G 2H0,Bruce County,Zone 2,43.96,-81.5,43.96,-81.5,true,true,2024-08-17T00:00:00,2024-08-17T00:00:00,true,2024-08-17T00:00:00,2024-08-17T00:00:00,true,2024-08-17T00:00:00,2024-08-17T00:00:00,true,2024-08-17T00:00:00,2024-08-17T00:00:00,true,2024-08-17T00:00:00,2024-08-17T00:00:00,false,,
Event - Lucknow Bruce County Highways Garage,,Huron-Kinloss,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,545 Ludgard St.,,Lucknow,N0G 2H0,Bruce County,Zone 2,43.96,-81.5,43.96,-81.5,true,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,false,,,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,false,,
Event - Lucknow Bruce County Highways Garage,,Huron-Kinloss,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,545 Ludgard St.,,Huron-Kinloss,N0G 2H0,Bruce County,Zone 2,43.96,-81.5,43.96,-81.5,true,true,2025-09-06T00:00:00,2025-09-06T00:00:00,true,2025-09-06T00:00:00,2025-09-06T00:00:00,true,2025-09-06T00:00:00,2025-09-06T00:00:00,true,2025-09-06T00:00:00,2025-09-06T00:00:00,true,2025-09-06T00:00:00,2025-09-06T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Southampton,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2024-05-04T00:00:00,2024-05-04T00:00:00,true,2024-05-04T00:00:00,2024-05-04T00:00:00,true,2024-05-04T00:00:00,2024-05-04T00:00:00,true,2024-05-04T00:00:00,2024-05-04T00:00:00,true,2024-05-04T00:00:00,2024-05-04T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Southampton,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Southampton,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,false,,,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Southampton,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,false,,,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Saugeen Shores,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2025-05-03T00:00:00,2025-05-03T00:00:00,true,2025-05-03T00:00:00,2025-05-03T00:00:00,true,2025-05-03T00:00:00,2025-05-03T00:00:00,true,2025-05-03T00:00:00,2025-05-03T00:00:00,true,2025-05-03T00:00:00,2025-05-03T00:00:00,false,,
Event - Southampton Works Shop (Bruce County),,Saugeen Shores,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,429 Peel St.,,Saugeen Shores,N0H 2L0,Bruce County,Zone 2,44.4827882,-81.3664573,44.4827882,-81.3664573,true,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,false,,
Event - Archie Dillion Sportsplex (Timmins),,Timmins,Collection Event,Municipal,CORPORATION OF THE CITY OF TIMMINS,396 Theriault Blvd,,Timmins,P4N 1B3,Cochrane District,Zone 7,48.485573,-81.346142,48.485573,-81.346142,true,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,true,2023-06-10T00:00:00,2023-06-10T00:00:00,false,,
Event - Eastnor Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,1252 West Road,,Lions Head,N0H 1W0,Bruce County,Zone 2,44.9336331,-81.3164319,44.9336331,-81.3164319,true,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,false,,
Event - Eastnor Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,1252 West Road,,Lions Head,N0H 1W0,Bruce County,Zone 2,44.9336331,-81.3164319,44.9336331,-81.3164319,true,true,2023-08-19T00:00:00,2023-08-19T00:00:00,true,2023-08-19T00:00:00,2023-08-19T00:00:00,false,,,true,2023-08-19T00:00:00,2023-08-19T00:00:00,true,2023-08-19T00:00:00,2023-08-19T00:00:00,false,,
Event - Eastnor Landfill Site (Bruce County),,Northern Bruce Peninsula,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,1252 West Road,,Northern Bruce Peninsula,N0H 1W0,Bruce County,Zone 2,44.9336331,-81.3164319,44.9336331,-81.3164319,true,true,2025-07-05T00:00:00,2025-07-05T00:00:00,true,2025-07-05T00:00:00,2025-07-05T00:00:00,true,2025-07-05T00:00:00,2025-07-05T00:00:00,true,2025-07-05T00:00:00,2025-07-05T00:00:00,true,2025-07-05T00:00:00,2025-07-05T00:00:00,false,,
Event - Paisley Bruce County Highways Garage,,Arran-Elderslie,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,242 Canrobert St.,,Paisley,N0G 2N0,Bruce County,Zone 2,44.2961594,-81.2713517,44.2961594,-81.2713517,true,true,2024-07-06T00:00:00,2024-07-06T00:00:00,true,2024-07-06T00:00:00,2024-07-06T00:00:00,true,2024-07-06T00:00:00,2024-07-06T00:00:00,true,2024-07-06T00:00:00,2024-07-06T00:00:00,true,2024-07-06T00:00:00,2024-07-06T00:00:00,false,,
Event - Paisley Bruce County Highways Garage,,Arran-Elderslie,Collection Event,Municipal,CORPORATION OF THE COUNTY OF BRUCE,242 Canrobert St.,,Paisley,N0G 2N0,Haliburton County,Zone 2,44.2961594,-81.2713517,44.2961594,-81.2713517,true,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,false,,,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,false,,
